country,year,sex,age,suicides_no,population,HDI for year,gdp_for_year ($),generation
Bulgaria,2009,male,15-24 years,29,487528,0.0,51884481410,Millennials
Bulgaria,2009,female,35-54 years,49,1064955,0.0,51884481410,Generation X
Bulgaria,2009,female,25-34 years,13,548235,0.0,51884481410,Millennials
Bulgaria,2009,female,15-24 years,9,463505,0.0,51884481410,Millennials
Bulgaria,2009,male,5-14 years,1,338266,0.0,51884481410,Generation Z
Bulgaria,2009,female,5-14 years,0,320318,0.0,51884481410,Generation Z
Bulgaria,2010,male,75+ years,137,224566,0.773,50610058210,Generation A
Bulgaria,2010,male,55-74 years,217,799085,0.773,50610058210,Boomers
Bulgaria,2010,male,35-54 years,22,1058086,0.773,50610058210,Generation X
Bulgaria,2010,female,75+ years,6,366672,0.773,50610058210,Generation A
Bulgaria,2010,male,25-34 years,57,566462,0.773,50610058210,Millennials
Bulgaria,2010,female,55-74 years,74,979427,0.773,50610058210,Boomers
Bulgaria,2010,male,15-24 years,35,467481,0.773,50610058210,Millennials
Bulgaria,2010,female,35-54 years,57,1061049,0.773,50610058210,Generation X
Bulgaria,2010,female,25-34 years,11,537199,0.773,50610058210,Millennials
Bulgaria,2010,female,15-24 years,8,444943,0.773,50610058210,Millennials
Bulgaria,2010,male,5-14 years,1,338094,0.773,50610058210,Generation Z
Bulgaria,2010,female,5-14 years,0,319676,0.773,50610058210,Generation Z
Bulgaria,2011,male,75+ years,98,226843,0.775,57418414504,Generation A
Bulgaria,2011,male,55-74 years,29,813732,0.775,57418414504,Boomers
Bulgaria,2011,male,35-54 years,21,1054285,0.775,57418414504,Generation X
Bulgaria,2011,female,75+ years,48,372993,0.775,57418414504,Generation A
Bulgaria,2011,male,25-34 years,59,543115,0.775,57418414504,Millennials
Bulgaria,2011,male,15-24 years,36,442991,0.775,57418414504,Generation Z
Bulgaria,2011,female,55-74 years,51,990352,0.775,57418414504,Boomers
Bulgaria,2011,female,35-54 years,41,1036483,0.775,57418414504,Generation X
Bulgaria,2011,female,15-24 years,11,419980,0.775,57418414504,Generation Z
Bulgaria,2011,female,25-34 years,7,509076,0.775,57418414504,Millennials
Bulgaria,2011,male,5-14 years,2,332601,0.775,57418414504,Generation Z
Bulgaria,2011,female,5-14 years,0,314076,0.775,57418414504,Generation Z
Bulgaria,2012,male,75+ years,14,228793,0.778,53903022339,Generation A
Bulgaria,2012,male,55-74 years,244,828882,0.778,53903022339,Boomers
Bulgaria,2012,male,35-54 years,181,1052298,0.778,53903022339,Generation X
Bulgaria,2012,female,75+ years,61,378562,0.778,53903022339,Generation A
Bulgaria,2012,male,25-34 years,62,520738,0.778,53903022339,Millennials
Bulgaria,2012,male,15-24 years,45,418715,0.778,53903022339,Generation Z
Bulgaria,2012,female,55-74 years,65,1000743,0.778,53903022339,Boomers
Bulgaria,2012,female,35-54 years,46,1014327,0.778,53903022339,Generation X
Bulgaria,2012,female,15-24 years,14,394971,0.778,53903022339,Generation Z
Bulgaria,2012,female,25-34 years,13,482889,0.778,53903022339,Millennials
Bulgaria,2012,male,5-14 years,1,328547,0.778,53903022339,Generation Z
Bulgaria,2012,female,5-14 years,0,310187,0.778,53903022339,Generation Z
Bulgaria,2013,male,75+ years,113,228209,0.779,55758754072,Generation A
Bulgaria,2013,male,55-74 years,27,831118,0.779,55758754072,Boomers
Bulgaria,2013,male,35-54 years,164,1052928,0.779,55758754072,Generation X
Bulgaria,2013,female,75+ years,47,380633,0.779,55758754072,Generation A
Bulgaria,2013,male,25-34 years,56,514523,0.779,55758754072,Millennials
Bulgaria,2013,male,15-24 years,32,397784,0.779,55758754072,Generation Z
Bulgaria,2013,female,55-74 years,41,1002925,0.779,55758754072,Boomers
Bulgaria,2013,female,35-54 years,41,1012070,0.779,55758754072,Generation X
Bulgaria,2013,female,25-34 years,12,477076,0.779,55758754072,Millennials
Bulgaria,2013,female,15-24 years,6,374785,0.779,55758754072,Generation Z
Bulgaria,2013,female,5-14 years,1,315034,0.779,55758754072,Generation Z
Bulgaria,2013,male,5-14 years,1,333559,0.779,55758754072,Generation Z
Bulgaria,2014,male,75+ years,12,227129,0.782,56731990232,Generation A
Bulgaria,2014,male,55-74 years,194,833666,0.782,56731990232,Boomers
Bulgaria,2014,female,75+ years,67,382347,0.782,56731990232,Generation A
Bulgaria,2014,male,35-54 years,156,1052572,0.782,56731990232,Generation X
Bulgaria,2014,male,25-34 years,47,508827,0.782,56731990232,Millennials
Bulgaria,2014,male,15-24 years,33,378681,0.782,56731990232,Generation Z
Bulgaria,2014,female,55-74 years,54,1005439,0.782,56731990232,Boomers
Bulgaria,2014,female,35-54 years,33,1009528,0.782,56731990232,Generation X
Bulgaria,2014,female,25-34 years,13,472176,0.782,56731990232,Millennials
Bulgaria,2014,female,15-24 years,5,356406,0.782,56731990232,Generation Z
Bulgaria,2014,male,5-14 years,2,337969,0.782,56731990232,Generation Z
Bulgaria,2014,female,5-14 years,0,319134,0.782,56731990232,Generation Z
Cabo Verde,2011,male,75+ years,2,4954,0.0,1864824081,Generation A
Cabo Verde,2011,male,35-54 years,18,47077,0.0,1864824081,Generation X
Cabo Verde,2011,male,25-34 years,8,42962,0.0,1864824081,Millennials
Cabo Verde,2011,female,55-74 years,2,19887,0.0,1864824081,Boomers
Cabo Verde,2011,male,15-24 years,5,57386,0.0,1864824081,Generation Z
Cabo Verde,2011,male,55-74 years,1,14827,0.0,1864824081,Boomers
Cabo Verde,2011,male,5-14 years,3,57301,0.0,1864824081,Generation Z
Cabo Verde,2011,female,35-54 years,2,49078,0.0,1864824081,Generation X
Cabo Verde,2011,female,15-24 years,1,56039,0.0,1864824081,Generation Z
Cabo Verde,2011,female,25-34 years,0,38528,0.0,1864824081,Millennials
Cabo Verde,2011,female,5-14 years,0,56558,0.0,1864824081,Generation Z
Cabo Verde,2011,female,75+ years,0,7582,0.0,1864824081,Generation A
Canada,1985,male,75+ years,111,390200,0.8270000000000001,364756499451,Generation A
Canada,1985,male,55-74 years,52,1841000,0.8270000000000001,364756499451,Silent
Canada,1985,male,25-34 years,65,2240500,0.8270000000000001,364756499451,Boomers
Canada,1985,male,35-54 years,774,3046800,0.8270000000000001,364756499451,Boomers
Canada,1985,male,15-24 years,56,2224600,0.8270000000000001,364756499451,Generation X
Canada,1985,female,35-54 years,255,3025600,0.8270000000000001,364756499451,Boomers
Canada,1985,female,55-74 years,166,2092200,0.8270000000000001,364756499451,Silent
Canada,1985,female,25-34 years,148,2257500,0.8270000000000001,364756499451,Boomers
Canada,1985,female,75+ years,34,642900,0.8270000000000001,364756499451,Generation A
Canada,1985,female,15-24 years,85,2143200,0.8270000000000001,364756499451,Generation X
Canada,1985,male,5-14 years,13,1844400,0.8270000000000001,364756499451,Generation X
Canada,1985,female,5-14 years,5,1751000,0.8270000000000001,364756499451,Generation X
Canada,1986,male,75+ years,143,394400,0.0,377437927312,Generation A
Canada,1986,male,25-34 years,719,2248800,0.0,377437927312,Boomers
Canada,1986,male,35-54 years,878,3098100,0.0,377437927312,Boomers
Canada,1986,male,55-74 years,52,1862900,0.0,377437927312,Silent
Canada,1986,male,15-24 years,57,2116700,0.0,377437927312,Generation X
Canada,1986,female,35-54 years,37,3087900,0.0,377437927312,Boomers
Canada,1986,female,55-74 years,191,2115500,0.0,377437927312,Silent
Canada,1986,female,25-34 years,172,2278400,0.0,377437927312,Boomers
Canada,1986,female,75+ years,36,653100,0.0,377437927312,Generation A
Canada,1986,female,15-24 years,19,2061500,0.0,377437927312,Generation X
Canada,1986,male,5-14 years,2,1836900,0.0,377437927312,Millennials
Canada,1986,female,5-14 years,5,1744900,0.0,377437927312,Millennials
Canada,1987,male,25-34 years,79,2290800,0.0,431316742081,Boomers
Canada,1987,male,75+ years,117,408700,0.0,431316742081,Generation A
Canada,1987,male,55-74 years,535,1896900,0.0,431316742081,Silent
Canada,1987,male,35-54 years,874,3179200,0.0,431316742081,Boomers
Canada,1987,male,15-24 years,532,2085000,0.0,431316742081,Generation X
Canada,1987,female,35-54 years,298,3176700,0.0,431316742081,Boomers
Canada,1987,female,55-74 years,171,2148300,0.0,431316742081,Silent
Canada,1987,female,25-34 years,178,2317300,0.0,431316742081,Boomers
Canada,1987,female,75+ years,47,679400,0.0,431316742081,Generation A
Canada,1987,female,15-24 years,1,2019400,0.0,431316742081,Generation X
Canada,1987,male,5-14 years,25,1843600,0.0,431316742081,Millennials
Canada,1987,female,5-14 years,5,1752800,0.0,431316742081,Millennials
Canada,1988,male,75+ years,13,424900,0.0,507354351182,Generation A
Canada,1988,male,25-34 years,679,2326400,0.0,507354351182,Boomers
Canada,1988,male,55-74 years,525,1924900,0.0,507354351182,Silent
Canada,1988,male,15-24 years,549,2041900,0.0,507354351182,Generation X
Canada,1988,male,35-54 years,827,3266900,0.0,507354351182,Boomers
Canada,1988,female,35-54 years,322,3274100,0.0,507354351182,Boomers
Canada,1988,female,25-34 years,168,2350300,0.0,507354351182,Boomers
Canada,1988,female,55-74 years,142,2175900,0.0,507354351182,Silent
Canada,1988,female,75+ years,44,708300,0.0,507354351182,Generation A
Canada,1988,female,15-24 years,96,1968700,0.0,507354351182,Generation X
Canada,1988,male,5-14 years,24,1854500,0.0,507354351182,Millennials
Canada,1988,female,5-14 years,4,1763800,0.0,507354351182,Millennials
Canada,1989,male,75+ years,131,444600,0.0,565055743243,Generation A
Canada,1989,male,25-34 years,666,2352400,0.0,565055743243,Boomers
Canada,1989,male,15-24 years,528,1997200,0.0,565055743243,Generation X
Canada,1989,male,55-74 years,51,1946000,0.0,565055743243,Silent
Canada,1989,male,35-54 years,85,3366100,0.0,565055743243,Boomers
Canada,1989,female,35-54 years,322,3384300,0.0,565055743243,Boomers
Canada,1989,female,55-74 years,163,2195700,0.0,565055743243,Silent
Canada,1989,female,25-34 years,174,2371500,0.0,565055743243,Boomers
Canada,1989,female,75+ years,4,741000,0.0,565055743243,Generation A
Canada,1989,female,15-24 years,91,1919500,0.0,565055743243,Generation X
Canada,1989,male,5-14 years,19,1870700,0.0,565055743243,Millennials
Canada,1989,female,5-14 years,6,1779400,0.0,565055743243,Millennials
Canada,1990,male,75+ years,149,459600,0.8490000000000001,593929550908,Generation A
Canada,1990,male,25-34 years,73,2372600,0.8490000000000001,593929550908,Generation X
Canada,1990,male,35-54 years,884,3483200,0.8490000000000001,593929550908,Boomers
Canada,1990,male,15-24 years,484,1970600,0.8490000000000001,593929550908,Generation X
Canada,1990,male,55-74 years,43,1969600,0.8490000000000001,593929550908,Silent
Canada,1990,female,35-54 years,293,3506700,0.8490000000000001,593929550908,Boomers
Canada,1990,female,25-34 years,154,2388600,0.8490000000000001,593929550908,Generation X
Canada,1990,female,55-74 years,125,2216700,0.8490000000000001,593929550908,Silent
Canada,1990,female,15-24 years,94,1888000,0.8490000000000001,593929550908,Generation X
Canada,1990,female,75+ years,32,768500,0.8490000000000001,593929550908,Generation A
Canada,1990,male,5-14 years,23,1882100,0.8490000000000001,593929550908,Millennials
Canada,1990,female,5-14 years,7,1798200,0.8490000000000001,593929550908,Millennials
Canada,1991,male,25-34 years,713,2420300,0.0,610328183643,Generation X
Canada,1991,male,75+ years,139,478900,0.0,610328183643,Generation A
Canada,1991,male,15-24 years,539,1943600,0.0,610328183643,Generation X
Canada,1991,male,35-54 years,974,3663400,0.0,610328183643,Boomers
Canada,1991,male,55-74 years,49,2031500,0.0,610328183643,Silent
Canada,1991,female,35-54 years,271,3674300,0.0,610328183643,Boomers
Canada,1991,female,25-34 years,177,2446400,0.0,610328183643,Generation X
Canada,1991,female,55-74 years,154,2263200,0.0,610328183643,Silent
Canada,1991,female,15-24 years,76,1886900,0.0,610328183643,Generation X
Canada,1991,female,75+ years,31,795900,0.0,610328183643,Generation A
Canada,1991,male,5-14 years,2,1941100,0.0,610328183643,Millennials
Canada,1991,female,5-14 years,9,1844900,0.0,610328183643,Millennials
Canada,1992,male,25-34 years,739,2561600,0.0,592387689253,Generation X
Canada,1992,male,75+ years,136,499900,0.0,592387689253,Generation A
Canada,1992,male,35-54 years,12,3889500,0.0,592387689253,Boomers
Canada,1992,male,15-24 years,54,2042300,0.0,592387689253,Generation X
Canada,1992,male,55-74 years,497,2087600,0.0,592387689253,Silent
Canada,1992,female,35-54 years,323,3857500,0.0,592387689253,Boomers
Canada,1992,female,55-74 years,146,2313800,0.0,592387689253,Silent
Canada,1992,female,25-34 years,155,2499900,0.0,592387689253,Generation X
Canada,1992,female,15-24 years,119,1969200,0.0,592387689253,Generation X
Canada,1992,female,75+ years,35,834600,0.0,592387689253,Generation A
Canada,1992,male,5-14 years,26,1995400,0.0,592387689253,Millennials
Canada,1992,female,5-14 years,8,1903100,0.0,592387689253,Millennials
Canada,1993,male,35-54 years,1141,4049700,0.0,577170761956,Boomers
Canada,1993,male,25-34 years,721,2568700,0.0,577170761956,Generation X
Canada,1993,male,75+ years,138,513400,0.0,577170761956,Generation A
Canada,1993,male,15-24 years,488,2054700,0.0,577170761956,Generation X
Canada,1993,male,55-74 years,499,2127800,0.0,577170761956,Silent
Canada,1993,female,35-54 years,331,4013200,0.0,577170761956,Boomers
Canada,1993,female,75+ years,55,858000,0.0,577170761956,Generation A
Canada,1993,female,55-74 years,146,2348500,0.0,577170761956,Silent
Canada,1993,female,25-34 years,146,2501800,0.0,577170761956,Generation X
Canada,1993,female,15-24 years,93,1978900,0.0,577170761956,Generation X
Canada,1993,male,5-14 years,27,2009100,0.0,577170761956,Millennials
Canada,1993,female,5-14 years,18,1920900,0.0,577170761956,Millennials
Canada,1994,male,75+ years,16,527500,0.0,578139279438,Generation A
Canada,1994,male,35-54 years,115,4177400,0.0,578139279438,Boomers
Canada,1994,male,25-34 years,636,2523000,0.0,578139279438,Generation X
Canada,1994,male,15-24 years,56,2048800,0.0,578139279438,Generation X
Canada,1994,male,55-74 years,479,2164400,0.0,578139279438,Silent
Canada,1994,female,35-54 years,339,4145800,0.0,578139279438,Boomers
Canada,1994,female,55-74 years,152,2380300,0.0,578139279438,Silent
Canada,1994,female,25-34 years,135,2460500,0.0,578139279438,Generation X
Canada,1994,female,15-24 years,15,1972200,0.0,578139279438,Generation X
Canada,1994,female,75+ years,37,884500,0.0,578139279438,Generation A
Canada,1994,male,5-14 years,37,2024800,0.0,578139279438,Millennials
Canada,1994,female,5-14 years,12,1936800,0.0,578139279438,Millennials
Canada,1995,male,25-34 years,744,2489100,0.861,604031623433,Generation X
Canada,1995,male,35-54 years,1264,4316200,0.861,604031623433,Boomers
Canada,1995,male,75+ years,146,549900,0.861,604031623433,Generation A
Canada,1995,male,15-24 years,57,2051200,0.861,604031623433,Generation X
Canada,1995,male,55-74 years,473,2193400,0.861,604031623433,Silent
Canada,1995,female,35-54 years,363,4287400,0.861,604031623433,Boomers
Canada,1995,female,55-74 years,157,2403700,0.861,604031623433,Silent
Canada,1995,female,25-34 years,141,2431800,0.861,604031623433,Generation X
Canada,1995,female,15-24 years,96,1972700,0.861,604031623433,Generation X
Canada,1995,female,75+ years,34,921200,0.861,604031623433,Generation A
Canada,1995,male,5-14 years,22,2045200,0.861,604031623433,Millennials
Canada,1995,female,5-14 years,21,1956700,0.861,604031623433,Millennials
Canada,1996,male,75+ years,162,555800,0.0,628546387972,Generation A
Canada,1996,male,35-54 years,1273,4393100,0.0,628546387972,Boomers
Canada,1996,male,25-34 years,63,2399900,0.0,628546387972,Generation X
Canada,1996,male,15-24 years,49,2058900,0.0,628546387972,Millennials
Canada,1996,male,55-74 years,56,2212300,0.0,628546387972,Silent
Canada,1996,female,35-54 years,434,4396400,0.0,628546387972,Boomers
Canada,1996,female,55-74 years,144,2417100,0.0,628546387972,Silent
Canada,1996,female,25-34 years,137,2346000,0.0,628546387972,Generation X
Canada,1996,female,15-24 years,91,1964700,0.0,628546387972,Millennials
Canada,1996,female,75+ years,33,935900,0.0,628546387972,Generation A
Canada,1996,male,5-14 years,32,2064700,0.0,628546387972,Millennials
Canada,1996,female,5-14 years,9,1961800,0.0,628546387972,Millennials
Canada,1997,male,35-54 years,123,4525200,0.0,652825364726,Boomers
Canada,1997,male,75+ years,156,578100,0.0,652825364726,Generation A
Canada,1997,male,25-34 years,535,2359600,0.0,652825364726,Generation X
Canada,1997,male,15-24 years,464,2076000,0.0,652825364726,Millennials
Canada,1997,male,55-74 years,49,2249500,0.0,652825364726,Silent
Canada,1997,female,35-54 years,356,4525500,0.0,652825364726,Boomers
Canada,1997,female,25-34 years,136,2308000,0.0,652825364726,Generation X
Canada,1997,female,55-74 years,131,2446100,0.0,652825364726,Silent
Canada,1997,female,15-24 years,9,1980900,0.0,652825364726,Millennials
Canada,1997,female,75+ years,42,970900,0.0,652825364726,Generation A
Canada,1997,male,5-14 years,39,2084500,0.0,652825364726,Millennials
Canada,1997,female,5-14 years,12,1980800,0.0,652825364726,Millennials
Canada,1998,male,35-54 years,1226,4637556,0.0,631813279407,Boomers
Canada,1998,male,25-34 years,568,2301724,0.0,631813279407,Generation X
Canada,1998,male,75+ years,147,599107,0.0,631813279407,Generation A
Canada,1998,male,15-24 years,457,2090656,0.0,631813279407,Millennials
Canada,1998,male,55-74 years,497,2294107,0.0,631813279407,Silent
Canada,1998,female,35-54 years,341,4634299,0.0,631813279407,Boomers
Canada,1998,female,25-34 years,133,2251763,0.0,631813279407,Generation X
Canada,1998,female,15-24 years,15,1993396,0.0,631813279407,Millennials
Canada,1998,female,55-74 years,129,2483325,0.0,631813279407,Silent
Canada,1998,female,75+ years,5,1003373,0.0,631813279407,Generation A
Canada,1998,male,5-14 years,3,2094080,0.0,631813279407,Millennials
Canada,1998,female,5-14 years,16,1989150,0.0,631813279407,Millennials
Canada,1999,male,35-54 years,1442,4743615,0.0,676082654641,Boomers
Canada,1999,male,25-34 years,614,2254396,0.0,676082654641,Generation X
Canada,1999,male,75+ years,155,620972,0.0,676082654641,Generation A
Canada,1999,male,55-74 years,52,2341132,0.0,676082654641,Silent
Canada,1999,male,15-24 years,468,2112560,0.0,676082654641,Millennials
Canada,1999,female,35-54 years,435,4736367,0.0,676082654641,Boomers
Canada,1999,female,55-74 years,147,2523439,0.0,676082654641,Silent
Canada,1999,female,25-34 years,118,2206484,0.0,676082654641,Generation X
Canada,1999,female,75+ years,53,1037189,0.0,676082654641,Generation A
Canada,1999,female,15-24 years,9,2014044,0.0,676082654641,Millennials
Canada,1999,male,5-14 years,25,2098556,0.0,676082654641,Millennials
Canada,1999,female,5-14 years,7,1992889,0.0,676082654641,Millennials
Canada,2000,male,35-54 years,1254,4840239,0.867,742293448253,Generation X
Canada,2000,male,75+ years,146,644375,0.867,742293448253,Generation A
Canada,2000,male,25-34 years,484,2226742,0.867,742293448253,Generation X
Canada,2000,male,15-24 years,43,2131117,0.867,742293448253,Millennials
